letter,term
A,Aglomerações empresariais
A,Aglomerações produtivas localizadas
A,Agostinho
A,Agradecimento
A,Agradecimento por financiamento
A,Agradecimentos
A,Agradecimentos por financiamento
A,Agradecimiento
A,Agregação
A,Agregação de conteúdo
A,Agregação de dados
A,Agregação de valor
A,Agregado de informação
A,Agregador
A,Agregador de dado altmétrico
A,Agregador de dados museais
A,Agregadores de dados altmétricos
A,Agregadores para catálogos de bibliotecas
A,agregados
A,Agregados de informação
A,Agremiações de frevo
A,Agressão
A,Agressividade
A,Agrícola
A,Agricultura
A,Agricultura de subsistência
A,Agricultura e saúde
A,Agricultura familiar
A,Agricultura inteligente
A,Agricultura orgânica
A,Agricultura sustentável
A,Agro é pop
A,Agro-ecololgia
A,Agrobiodiversidade
A,Agroecologia
A,Agroecology
A,Agrofloresta
A,Agroindústria
A,Agroindústria de alimentos
A,Agroindústrias do oeste catarinense
A,Agronegócio
A,Agronomia
A,Agropecuária
A,Agrotóxico
A,Agrotóxicos
A,Agrovoc
A,Agrupamento automático de documento
A,Agrupamento automático de documentos
A,Agrupamento de documento
A,Agrupamento de documentos
A,Agrupamento de notícia
A,Agrupamento de notícias
A,Agrupamento de pesquisador
A,Agrupamento por conjunto de item frequente
A,Agrupamento por conjunto de itens frequentes
A,Agrupamento temático
A,Agrupamentos de pesquisadores
A,Aguante
A,Ai act
A,Aids
A,Aids/informação/ comunicação social
A,Aids/lnformação
A,Aids/lnformação para mulheres
A,Aids/medicina clinica e social
A,ainda
A,Airbnb
A,Ajol
A,Ajudas técnicas
A,Al tv nas comunidades
A,Ala island
A,Alagoas
A,Alagoas cuisine
A,Alan irwin
A,Alan pritchard
A,Alan turing
A,Alanis morissette
A,Alba
A,Albert mocquerys
A,Alberto pasqualini
A,Albrecht
A,Albuquerque
A,Alceu valença
A,Alcoólicos anônimos
A,Alcoolismo
A,Aldeia global
A,Aldeia kaingang tres soitas
A,Aldeia nimuendaju
A,Aldeias indígenas
A,Aldir blanc-biografia
A,Aldo barreto
A,Alegoria
A,Alegorias.griffith.tavianis
A,Alegrete
A,Alegrete-rs
A,Aleister crowley
A,Aleitamento materno
A,Alemã
A,Alemães
A,Alemanha
A,Alemão
A,Alergia alimentária
A,Alergia e intolerância alimentar
A,Alesc
A,Alexander von humboldt
A,Alexandre
A,Alexandre herculano
A,Alexandre robson
A,Alfabetalidade visual
A,Alfabetismo em informação
A,Alfabetismo funcional
A,Alfabetizaã§ã£o informacional
A,Alfabetização
A,Alfabetização científica
A,Alfabetização crítica
A,Alfabetização cultural
A,Alfabetização de adulto
A,Alfabetização de dado
A,Alfabetização de dados
A,Alfabetização digital
A,Alfabetização e cidadania
A,Alfabetização em dado
A,Alfabetização em dados
A,Alfabetização em dados de pesquisa
A,Alfabetização em futuros
A,Alfabetização em informação
A,Alfabetização em saúde
A,Alfabetização em tic
A,Alfabetização informacional
A,alfabetização mediática e informacional
A,Alfabetização midiática
A,Alfabetização midiática e informacional
A,alfabetização midiática e informacional crítica
A,Alfabetizacao midiatica informacional
A,Alfabetização visual
A,Alfabetización digital
A,Alfabetización en información
A,Alfabetización informacional
A,Alfabetización informativa
A,Alfabetización mediática
A,Alfabetización medíatica e informacional
A,Alfabetización multimedia
A,Alfabetizao informacional
A,Alfândega
A,Alfin
A,Alfredo ferreira rodrigues
A,Alfredo varela
A,Algaritmos
A,Algarve-portugal
A,Algorithms
A,Algoritimos
A,Algoritmização
A,Algoritmização da vida
A,Algoritmo apriori
A,Algoritmo de clusterização hierárquica
A,Algoritmo de equiparación de nombre
A,Algoritmo de rede neural
A,Algoritmo de similaridade de strings
A,Algoritmo genético
A,Algoritmos
A,Algoritmos baseados em formigas
A,Algoritmos classificadores
A,Algoritmos de equiparación de nombre
A,Algoritmos de similaridade de strings
A,Algoritmos de treinamento
A,Algoritmos inteligentes
A,Algoritmos racistas
A,Algoritmos-modulação
A,Ali sebrae
A,Aliança estratégica
A,Aliança liberal
A,Aliança para o progresso
A,Aliança tecnológica
A,Alianças estratégicas
A,Alianzas estratégica
A,Alianzas estratégicas
A,Alice no país da maravilha
A,Alice no país das maravilhas
A,Alicia
A,aliciamento digital
A,Alienação
A,Alienação transplantação
A,aligned with the United Nations Sustainable Development Goal 4
A,Alimentação
A,Alimentação escolar
A,Alimentação saudável
A,"Alimentação, candomblé, informação, memória"
A,Alimentación y nutrición
A,Alimento
A,Alimento de rua
A,Alimento transgênico
A,Alimento ultraprocessado
A,Alimentos
A,Alimentos transgênicos
A,Alimentos ultraprocessados
A,"Alimentos, dieta e nutrição"
A,Aline
A,Aline pimenta
A,Alinhamento
A,Alinhamento de ontologia
A,Alinhamento de ontologias
A,Alinhamento estratégico
A,Alinhamento estratégico da informação
A,Alinhamento estratégico da tecnologia da informação com negócios
A,Alinhamento estratégico das informações
A,Alinhamento semântico
A,Allinanchor
A,Almacenamiento de datos
A,Almacenamiento de la información
A,Almanaque
A,Almanaque de farmácia
A,Almanaque-documento de informação
A,Almanaque-documento infocomunicacional
A,Almeida
A,Almeida coelho
A,Almetrics
A,Almodóvar
A,Alocação de dirichlet latente
A,Alocação de recursos
A,Alopecia
A,Alpha
A,Alphabet
A,Also known in the literature as social classification
A,Alta
A,Alta tecnologia
A,Alta vista search intranet
A,Altamira
A,Altas habilidades
A,alteração
A,Alterações climáticas
A,alterar estruturas
A,Alteridade
A,Alternativo
A,Althusser
A,Altimetria
A,Altmetria
A,Altmetric
A,Altmetrics
A,Alto desempenho
A,Alumni
A,Aluno
A,Aluno com deficiência
A,Aluno e professore
A,Aluno surdo
A,Alunos cegos
A,Alunos com deficiência
A,Alunos de graduação
A,Alunos de pós-graduação
A,Alunos do ensino médio
A,Alunos do ensino secundário
A,Alunos e professores
A,Alunos ensino fundamental
A,Alunos imigrantes
A,Alunos lea
A,Alunos surdos
A,Alves
A,Amadores
A,Amália
A,Amamentação
A,Amar
A,Amaral peixoto
A,Amartya sen
A,Amazenamento em nuvem
A,Amazon
A,Amazona
A,Amazonas
A,Amazonas-brasil
A,Amazônia
A,Amazônia brasileira
A,Amazônia internacional
A,Amazônia ocidental
A,Amazonía pará
A,Amazônia paraense
A,Amazônia peruana
A,Amazônia-pará
A,Amazoom
A,Ambidestria organizacional
A,Ambiência inovadora
A,Ambiência midiática
A,Ambient assisted living
A,Ambientação em museus
A,Ambiental
A,Ambientalismo
A,Ambientalismo informacional
A,Ambiente
A,Ambiente colaborativo
A,Ambiente colaborativo web
A,Ambiente compartilhado
A,Ambiente confiável
A,Ambiente construído
A,Ambiente de acesso e difusão
A,Ambiente de aprendizagem
A,Ambiente de aprendizagem pessoal
A,Ambiente de biblioteca
A,Ambiente de compartilhamento
A,Ambiente de comunicação científica
A,Ambiente de dados
A,Ambiente de ensino
A,Ambiente de estágio
A,Ambiente de estudo
A,Ambiente de gestão da aprendizagem
A,Ambiente de gestão de documentos
A,Ambiente de informação digital
A,Ambiente de informação tradicional
A,Ambiente de inovação
A,Ambiente de interação
A,Ambiente de observação
A,Ambiente de preservação
A,Ambiente de qualidade
A,Ambiente de rede
A,Ambiente de trabalho
A,Ambiente digital
A,Ambiente digital colaborativo
A,Ambiente digital compartilhado
A,Ambiente digital de informação
A,Ambiente digitale
A,Ambiente educacional
A,Ambiente educativo
A,Ambiente eletrônico
A,Ambiente empresarial
A,Ambiente ergonômico
A,Ambiente escolar
A,Ambiente escolar cooperativo
A,Ambiente escolar.informação
A,Ambiente esportivo
A,Ambiente externo
A,Ambiente híbrido
A,Ambiente hipermídia
A,Ambiente hospitalar
A,Ambiente informacionai
A,Ambiente informacional
A,Ambiente informacional digita
A,Ambiente informacional digital
A,Ambiente informacional híbrido
A,Ambiente informacional tóxico
A,Ambiente informativo
A,Ambiente inteligente
A,Ambiente interno
A,Ambiente jurídico virtual
A,Ambiente organizacional
A,Ambiente pessoal de aprendizagem
A,Ambiente político legal
A,Ambiente políticolegal
A,Ambiente universitário
A,Ambiente virtual
A,Ambiente virtual de aprendizado
A,Ambiente virtual de aprendizagem
A,Ambiente virtual de colaboração
A,Ambiente virtual-educação-cultura-informação
A,Ambiente web
A,Ambientes
A,Ambientes bani
A,Ambientes colaborativos
A,Ambientes colaborativos de aprendizagem
A,Ambientes comunicacionais
A,Ambientes de aprendizagem
A,Ambientes de aprendizagem pessoal
A,Ambientes de comunicacao cientifica
A,Ambientes de informaã§ã£o
A,Ambientes de informação
A,Ambientes de informação digital
A,Ambientes de inovação
A,Ambientes de pesquisa
A,Ambientes de trabalho
A,Ambientes digitais
A,Ambientes digitais colaborativos
A,Ambientes digitais compartilhados
A,Ambientes digitais informacionais
A,Ambientes digitais jurídicos
A,Ambientes digitales
A,Ambientes digito-virtuais
A,Ambientes eletrônicos
A,Ambientes empresariais
A,Ambientes ergonômicos
A,Ambientes esportivos
A,Ambientes hibridos
A,Ambientes hospitalares
A,Ambientes informacionai
A,Ambientes informacionais
A,Ambientes informacionais digitais
A,Ambientes informacionais híbridos
A,Ambientes informacionais virtuais
A,Ambientes internos
A,Ambientes modificadores
A,Ambientes organizacionais
A,Ambientes pessoais de aprendizagem
A,Ambientes promotores de inovacao
A,Ambientes virtuais
A,Ambientes virtuais de aprendizagem
A,Ambientes virtuais e cultura digital
A,Ambientes vituais de aprendizagem
A,Ambientes web
A,Ambigüidade
A,Ambiguidade de nomes
A,Ambiguidade entre autoridades
A,Ambivalência
A,Ambulância
A,Ambulâncias
A,Ambulatório hospitalar
A,Améfrica
A,Amefricanidade
A,Ameosc
A,América
A,América do sul
A,América hispânica
A,América latina
A,América latina e caribe
A,América latina e caribe 2
A,América latina y el caribe
A,América latina-cooperação
A,American library association
A,Americana
A,Ameríndios
A,Ami
A,Amizade desfeita
A,Amministrazione pubblica
A,Amnésia digital
A,Amor
A,Amostra censitária
A,Amostragem
A,Amostragem qantitativa
A,Amostragem quantitativa
A,Amour de soi
A,Amparo legal
A,Ampliação e difusão do conhecimento arquivístico
A,Amplitude vocabular
A,Amplitudevocabular
A,An acronym for findable
A,an initial inquiry about the ontological locus of information
A,An ontology to integrate data on school dropout
A,Ana
A,Ana bolena
A,Ana claudia medeiros de
A,Ana maria
A,Ana maria camargo
A,Ana maría cetto kramis
A,Ana maria de almeida camargo
A,Ana rafaela sales de
A,Ana´lise de políticas públicas
A,Anã­bal quijano
A,Anã¡lise de assunto
A,Anã¡lise de co-palavras
A,Anã¡lise de domã­nio
A,Anã¡lise documentã¡ria
A,Anã¡lise facetada
A,Anã¡lise terminolã3gica
A,Anais
A,Anais da isko-brasil
A,Anais de congresso
A,Anais de encontro científico
A,Anais de eventos
A,Anais do enancib
A,Anais do enancib-cordel
A,Anais do vii workshop de informação
A,Anais dos enancib
A,Anale de investigación
A,Anales de investigación
A,Analfabetismo
A,Analfabetismo científico
A,Analfabetísmo digital
A,Analfabetismo documental
A,analisador
A,analisados com VOSviewer e algoritmos de inteligência artificial
A,análise volumétrica
A,Análise
A,Análise ambiental
A,Análise antropológica
A,Análise arquivística
A,Análise audiovisual
A,Análise automática de informação
A,Análise automática do discurso
A,Análise automatizada de textos
A,Análise bibliográfica
A,Análise bibliográfica editorial
A,Análise bibliológica
A,Analise bibliomatrica
A,Análise bibliométria
A,Análise bibliométrica
A,Análise bibliométrica e de redes sociais
A,Análise cartográfica
A,Análise categoria
A,Análise categorial
A,Análise cientométrica
A,Análise clínica
A,Analise coletiva do trabalho
A,Análise comparada
A,Análise comparativa
A,Análise comparativa.pesquisas bibliográficas
A,Análise computacional do português
A,Analise comunicativa
A,Análise conceitual
A,Análise conjuntural
A,Análise criminal
A,Analise crítica
A,Analise crítica do discurso
A,Análise curricular
A,Análise da atividade de trabalho
A,Análise da atualização de dados
A,Análise da caricatura
A,Análise da concorrência
A,Análise da conjuntura
A,Análise da conversa etnometodológica
A,Análise da Estrutura de Trabalho
A,Análise da imagem em movimento
A,Análise da informação
A,Análise da informação-ensino
A,Análise da literatura
A,Análise da literatura acadêmica
A,Análise da literatura científica
A,Análise da narrativa
A,Análise da pesquisa
A,Análise da política de informação
A,Análise da prática bibliotecária
A,Análise da produção
A,Análise da produção acadêmica
A,Análise da produção científica
A,Análise das pesquisas
A,análise de discurso
A,análise de 59 modelos de gestão do conhecimento
A,Análise de ambiente BBS
A,Análise de aprendizado
A,Análise de aprendizagem adaptativa
A,Análise de assunto
A,Análise de assunto de obras de ficção
A,Análise de assunto indexação
A,Análise de assuntos
A,Análise de bardin
A,Análise de cinejornais
A,Análise de cinejornal
A,Análise de cita
A,Análise de citação
A,Análise de citação e cocitação
A,Análise de citação e cocitação de autores
A,Análise de citações
A,Análise de citações / revisão
A,Análise de citações bibiográficas
A,Análise de citas
A,Análise de cluster
A,Análise de co-autoria
A,Análise de co-citação
A,Análise de co-link
A,Análise de co-ocorrência
A,Análise de co-ocorrências
A,Análise de co-palavra
A,Análise de co-palavras
A,Análise de co-publicação
A,Análise de coautoria
A,Análise de coautorias
A,Análise de cocitação
A,Análise de cocitação de autor
A,Análise de cocitação de autores
A,Análise de cocitação de documentos
A,Análise de cocitações
A,Análise de componentes principais
A,Análise de comunidade científica no brasil
A,Análise de conceito
A,Análise de conceitos
A,Análise de conjuntura
A,Análise de consenso
A,Análise de conteúdo
A,Análise de conteúdo de bardin
A,Análise de conteúdo documental
A,Análise de conteúdo qualitativa
A,Análise de conteúdo temático
A,Análise de conteúdos
A,Análise de contingência
A,Análise de coocorrência
A,Análise de coocorrência de palavra
A,Análise de coocorrência de palavras
A,Análise de copalavra
A,Análise de copalavras
A,Análise de copublicação
A,Análise de correlação
A,Análise de correspondência
A,Análise de crédito
A,Análise de dado
A,Análise de dados
A,Análise de dados educacionais
